fid,notificationToken,added
333770,0198f228-1115-5f62-123d-1c7853d4ef96,true
336007,01997287-d75e-6eb5-f9d8-564ac2004367,true
336845,null,false
336873,0198d87d-b4e9-f742-af1e-05c842a66aff,false
337366,0198ea08-3b74-1939-43bf-2dc1c21feb76,false
338307,null,false
339908,0199071d-72e3-a134-3186-a8406790a77f,true
341222,null,false
341227,019953ff-4b41-219d-61e2-babdeaa9648a,true
341389,0198e7c0-619c-ab05-ea0c-4c733edfea17,true
341606,null,false
342038,0198dfd2-c663-1236-241a-39a48d566dba,true
342872,null,false
344024,0198d80b-6f60-463e-1d83-b91e941649b0,true
344620,null,false
345377,0198f624-56a9-dbc7-43be-cbf12134816d,true
345715,null,false
349664,null,false
352478,0198f6fe-c9c7-4643-543c-8ed668db5136,true
354028,0198df8d-d9fd-6553-c0a5-77772d5f2f30,true
355084,null,true
355748,0198dc66-6239-5e6d-3c4b-d21c8fb5e939,true
357596,0199422b-926a-794e-5648-b800bc0367f9,true
358098,01992f28-9042-b853-a8cb-959af5b142aa,true
362986,0198d973-3a52-01cd-64de-c0690358a665,true
366099,null,false
366869,0198e0a3-7d0d-fc94-bd1c-5cd39a2710ca,true
367713,0198dcfd-e53e-e529-3080-1b539f8c8bcf,true
370007,0198dc60-8563-abc3-aace-4dd4a67f1442,true
370759,0198d7de-5cd2-aa13-43a8-b74a6ddf3a6a,false
370899,null,false
374107,0198da12-1dff-febc-b92d-15220dad0853,true
374415,0198dad0-5681-3ee8-d687-6708585b50b7,true
376168,null,false
376504,null,false
378042,019909c7-8e86-bca0-b86d-e6f2243e9868,true
378397,null,false
380454,null,false
380885,0198e794-5614-3a7f-289e-d037c1b1f042,true
382654,null,true
382827,0198d8a3-eb8e-b8e5-0db9-2fdcf550850d,true
384428,0198d9b5-05ff-93e5-afba-de258745f48d,true
385152,null,false
385507,019907d8-1b64-e5b0-eb95-5ee4bf2dfb4f,true
390377,01996337-e581-93d8-bc37-379bdb963767,true
391943,0199445f-1b2a-0f67-b05f-773b7cfd4909,false
392724,null,false
394081,01990732-af0d-459f-4dc8-1f8bfdea7910,false
396057,01995209-c28a-84c1-9a37-8d8c08824d5a,true
398773,01990715-6757-f638-f882-3afee144ba1a,true
399310,0199471e-8a42-506e-779a-ce4e78083888,true
403020,null,false
403455,01990b25-52d6-b3b3-2eaf-5ae0b08e9e5c,true
404134,0198dadc-115d-2b4b-4dd9-54602e2237dc,true
404703,0198d9b3-465f-1ffe-d778-d141d4019e56,true
405451,01990720-c1b9-4e3c-3c0f-6203f10644fb,true
409857,01993805-65a4-9f6e-0667-183758f8780c,true
410023,null,false
410924,01990074-d428-fae6-e86f-172dd86c0abf,true
411120,019955b8-c7fd-59ef-731b-0ebb4b7fb84e,true
411935,null,false
412858,null,false
414819,null,false
415085,0198e05e-a96c-6255-1793-c3438511ee08,true
415745,null,false
416011,null,false
417195,null,false
417832,0198d841-891b-7dc1-a37b-60c6fb3c1f7d,true
418188,0198dae4-0218-7080-b557-089001824315,true
418782,0199071f-4c64-3228-35d2-3dd5b6e31de2,true
418816,0198de9b-af56-38ae-03da-abad3efa8e9c,true
419404,0198db41-5c36-f2a8-270c-ff68db7d36f0,true
419719,01990730-5d1f-ce27-b7ad-2e59d9e076f1,true
420575,0198dc38-57bf-a8a5-fb45-27ea0aeeb69c,true
421059,null,false
421163,null,false
421326,null,false
422858,01990ce8-62b0-49e8-72fb-07799c035ba8,true
422989,0198ec50-f4ac-f579-c0e5-daa48cc2c7d8,true
426002,null,true
426160,01990714-a8ac-a639-c9c3-f38f88bf1b5e,true
426533,null,false
426616,019941fe-fd1d-41ba-f555-ad7e41e30114,true
429919,null,false
430990,01994f4f-c2b9-41d5-5d78-40d6b37eea1a,true
432754,0198dbbf-47e7-6830-756e-7ea26d70b230,true
434268,01994c46-2328-93f5-3780-70b250716e74,true
434449,null,false
439682,null,false
439768,0198e256-e74d-9c0b-3fb7-2a1b14034e54,true
440024,0198eac0-d319-2aaa-2f30-a3aa2175dd04,true
440092,0199451f-d485-578f-831e-d8c3c55ec9f3,true
440212,null,false
440684,01992ab8-8f14-13f0-64e3-653b6508ef59,true
441067,null,false
441128,null,false
441474,01990717-c96d-5062-609a-5b4a9bfb329f,true
442064,null,false
448301,null,false
448304,01994780-c32e-5d5c-923b-c0a6e2a53b9e,true
449748,null,false
452500,null,false
453069,0198d88f-8dbe-d77b-9b3b-a6b12350078a,true
457756,0198fec3-dddc-5153-b97f-cbf0feb4f400,true
458655,0198dcaa-4a38-228c-0c5c-54274d60eb75,true
459830,0198d9cc-ce7a-7908-b8a1-334c00e753d6,true
460432,0198f989-9e02-8b91-d199-f4800877f5d1,true
462311,0198dba3-addf-fcc9-ee5d-ca268c909998,true
466808,0198dc9e-f828-5f19-ab2e-c583d6b570dc,true
468848,null,false
469763,null,false
476618,0198d8e0-92df-13d1-da41-7efbe80ff8d6,true
476979,null,false
477311,0199e4e3-2e5c-9c60-4e5c-5191d2d01ddd,true
479565,null,false
481872,null,false
486180,null,true
487460,null,false
488984,0198d955-1c57-7477-468b-1d365b74d805,true
492266,0199070a-2c30-fa4b-7fb8-a2343eb07294,true
492284,01994efa-379b-6599-95d9-8c2be6363547,true
492899,null,false
496322,null,false
500916,0198d6c7-cf1a-b149-52e8-e333038c29c9,true
501244,null,false
501667,0198db1d-fd6f-3b84-c06e-72917e3ea84e,true
506958,019975ef-c5eb-5f97-6b7d-483cd82f0f9d,true
507839,0198f348-8b44-0280-83de-b07b82fb4507,true
508810,01995379-c3d8-31b4-5e37-7935fb958de7,true
508826,null,false
509587,null,false
510831,null,false
511692,null,false
513261,null,false
513318,0198dd9c-937e-5c5d-7c0d-526986ad8fda,false
517677,0198da25-ce91-e918-f582-ba6bca352d49,true
518086,0198f13c-e3be-7912-fd7a-bf8f8ad2b409,true
518344,null,false
518973,0198e81c-4e4e-5618-5c5a-6aff8c019e24,true
519592,null,false
520708,0198d96d-ce40-473e-fed5-333fd261ff5e,true
521994,01990aa8-b078-5604-2ddf-85909a23a191,true
522461,null,false
522757,null,false
523489,0198f2e5-2f3b-d403-29c5-ef7bbee3a3f9,true
524530,01994947-c10d-375d-59bd-c4384e77a0d0,true
525038,019942ac-5643-9927-525e-086c935a6fe9,true
525816,0199a621-c730-c968-0b06-4af4d309ebd3,true
526605,0199575c-80b0-e9fc-341f-a068fced1fa4,true
527155,null,false
528404,null,false
528421,0198d8ae-354a-d12e-0a3d-fe68ef9f203a,true
529037,null,false
531062,0199224b-b259-f173-b363-722170774b79,true
532017,null,false
533436,null,false
533533,null,false
534410,01996ebc-1fc2-e4c5-fbb0-327b22f03a74,true
535041,01999d4e-771a-886a-e2b0-319604cd4e8c,true
535087,01999faa-0046-98e3-a606-be907bd6beeb,true
535103,01999d60-138d-7a48-7988-dde10edf875d,true
535733,null,false
536359,null,false
538697,0198f65b-861a-62d8-3906-0407c84a683d,true
540280,null,false
540549,null,false
541039,0199644c-efe8-67ee-5083-9e57cdb47f01,true
541610,0198f738-8bc2-9126-9a3d-44fae58c1c24,true
542449,null,false
542629,null,false
542653,null,false
544904,0198ea5d-764e-4255-4539-5e05a5948316,true
545479,01999d41-9c7c-7342-f7ff-317600dde8ad,true
545541,null,false
547375,null,false
547731,01995226-43bd-cc52-7061-69e7d81431b5,true
549700,null,false
552562,0198d9aa-3041-d340-1d1f-66f5a0ec4a81,false
552615,0198f4be-48c0-fc34-b2de-60609e535c2c,true
553016,null,false
554203,0198d979-3836-f4c6-d612-36cdd22610a6,true
556702,0198fe12-f314-0408-997d-599a8c902115,true
557769,null,false
558362,0198db0b-8e1c-fa07-2e99-eaf5063dbe36,true
559339,null,false
561229,0198da15-531c-5e8d-04d4-fd9aa156293b,true
581426,null,false
593236,01990f6b-09eb-3746-9526-30646a579070,true
593681,019941df-3ce5-6f34-08e2-d0d72cf18d8b,true
600562,null,false
600635,null,false
601844,0198dc6a-613f-ddbe-ea15-7dd733976e4d,true
605485,0198db14-8c26-dcfc-cf41-2c37fb990e6b,true
606473,0198d999-11af-5f3c-39fa-9cef78dbbd06,true
611067,null,false
613186,0198df9d-c0bf-53f8-00be-821466d285e7,true
614240,null,false
615647,0198d7f8-a58a-2bf6-8fea-f4103e868768,true
617728,null,false
618687,0198d8aa-aede-292d-f5c1-488d17366e3e,true
625011,null,false
627306,01991991-cc95-8485-e088-33081455ebf5,true
627676,null,false
630231,0198d83e-a5ec-4c62-8c45-10cc3a7fff8b,true
631065,01995589-d6cf-f5b3-6295-5a883ec047ee,false
631348,null,false
636966,0198d9aa-8eef-423f-90ee-5646c9c1c1b9,true
636968,null,false
639880,0198daea-8bdc-9d72-22c5-06ce0b06a079,true
649223,null,true
649728,0199008a-cadb-4093-db11-c1df5385b85e,true
650620,0198dfed-c849-f187-b43c-2c30c9097dec,true
653074,0198d788-c44e-5b95-8318-73d759a0836f,true
653438,0198de47-37ff-65a1-23ae-8c4820ab2fbb,true
654520,null,false
656904,null,false
657370,null,false
659443,0198db72-e3bb-cdb6-c0fb-392fa4d5c7d6,true
664562,null,false
673126,null,false
676576,0198f9ea-8ab2-455e-139e-039b7aa238f8,true
677840,0198e50f-ada1-9d79-454a-444c50ad9d1c,true
688178,01995498-115a-b3c2-a318-8a295a4aca3f,true
689487,0198f166-4ea3-5a49-8512-8a0314fb51ca,true
689767,0198f245-f7c8-58af-c1d4-6d938606af2d,true
691634,0198e34a-2ca4-7834-c10b-5ef054af8d81,true
692211,019935ee-163f-7a42-7ba9-3668915118ac,true
693718,0198f19c-5294-82dd-17e6-f2108e6b73dd,true
694274,0198f16c-1d88-c668-10f8-f859e26c07c8,true
694609,0198e81c-4375-7d9a-c62f-a2ecf0d84ee2,true
698239,01996c00-6528-afea-f716-b2402f07bfab,true
698983,019943df-d05f-1d97-88f3-a4c884335478,true
699137,0198e04b-41ed-dcfd-cb42-7cb9f71b5870,true
699516,01996c10-9635-9914-5e78-9b63775ec396,true
699963,0198f174-22c4-c86b-a275-7bb0fa45e167,true
707239,0198eb3e-06bc-35f9-e774-80f60dd4b6bd,true
710929,0198dbc8-2177-8d5d-deea-4c12326ccc5b,true
711189,0198df33-1046-1c36-1efd-90062b411605,true
713807,null,false
714084,0198d8d1-1d2a-16cc-4724-8eb9259f47fd,true
714360,0198dc7c-4092-833d-76b5-33a9aac73d28,true
714404,0198f10c-82dc-a378-360d-b1dc807f4573,true
714494,0198e824-b318-98e2-ae59-a8735316dc37,true
715914,0198db52-a05f-2f36-26f4-b65906b4f25e,true
727291,null,false
729868,null,false
743258,null,false
751003,null,false
753638,0198e798-9a3a-d025-47cd-d8575df61f84,true
760567,0198da4f-6e08-8205-05dc-37a4ede4b2ae,true
761052,01999f7e-dccf-2a9e-1a11-c13a9195b52c,true
761082,01999f93-76fa-0d41-5b66-a44d57c056e6,true
766819,0198ddf2-a972-e124-3bec-8eb3c3756a8c,true
771402,0199336f-ec4a-ed20-1eb8-e746076b82a3,true
775104,01990446-70b8-309c-98f5-26d0914cd16f,true
777169,019941ed-53ed-4b2a-1274-7c46825ac57f,true
785015,0198d87a-c96b-6583-c4f8-53a1a0bcd208,true
797127,01999d90-056c-91a1-eae3-51b37d0a59e7,true
798437,0198e27e-2fee-42bc-1f34-edd257d374ac,true
800041,0198db25-8def-daa6-c83c-a488896bbfc6,true
800130,0198d9a8-ee47-1560-2576-7a0997ba3de9,true
801019,null,false
801202,null,false
801234,0198dcf9-7cd6-a72d-9e6e-022fddbd2cf8,true
810350,01994719-d646-ad0d-1f9e-123fba0ce68b,true
813733,0198dba6-44e4-5d43-ee44-f70cecd7e44e,true
815048,null,false
815183,null,false
816839,01990714-e151-bed6-9ef6-f96753189925,true
829078,0198f389-8dbf-db80-48f7-da57f18d7564,false
832276,null,false
834792,0198df03-9131-b501-9f76-687f4e02d27a,true
842363,null,false
843635,01999cec-21da-61a8-d10e-4d998be8f09c,true
844278,0198e632-4967-4252-2c09-2d5d6ec55d17,true
847582,null,false
848515,null,false
853424,0198e971-7886-9ddf-cb17-850c2bc4504b,true
854109,null,false
858990,01995588-d5e1-019f-17b4-910ba3205581,false
859174,0198dee4-4641-46c6-4753-5ae809758ada,true
860783,null,false
860906,019941fd-d886-fb39-a50a-c0e5d31ec69c,true
860941,0198e259-b766-a941-bc47-6e777803732b,true
861365,null,false
862242,null,false
862569,0198e32f-af68-ea5c-1ab9-a34d09d9c6d2,true
863232,null,false
864296,null,false
865968,0198e79c-09ae-de1c-8426-a344696dfebc,true
866225,019967c4-7c16-30d1-6ad3-bea72ffc2b71,true
874988,null,false
876288,null,false
876945,null,false
878414,0198d8fe-4d46-a866-61e8-07c3c7c36c63,true
880480,0198db36-201e-1237-c60f-1aa57867ae1a,true
881861,null,false
883153,null,false
883249,0198f910-b317-2ecb-39d2-e3121e0848b6,true
883491,0199072d-9d7d-da35-c615-2a053f7a9f74,true
884823,null,false
889280,null,false
891405,null,false
891954,null,false
892359,null,false
893640,01995451-f848-adee-7ca5-715ffc03b35e,true
894239,0198d86b-659d-7e0f-6212-2d65fdd3ceb9,true
896504,null,false
897594,0198eae0-0600-4772-b579-07f12ea55c46,true
899335,null,false
899401,01996970-795d-0e4a-9e0b-be0c4e39aa70,true
900698,01999ec7-44e7-bad1-6edd-c34a0cf0a6df,true
900704,null,false
900834,019969ee-d210-3c8b-bb2e-e2da2033248f,true
901163,null,false
903888,01999eb3-6202-0456-2be9-694ca881317c,true
904358,0198f65d-02d3-dc4a-f4d8-25816670133f,true
906896,01990720-863f-48b2-0629-9e1e3ca8ae1f,true
911667,null,false
912469,null,false
914793,0198e325-e481-042d-b5ee-98ebdca401ea,true
916220,null,false
916300,0199428a-55a3-fe3f-0eaa-9e5a4ddc280d,true
916375,01994c93-aa92-3c9a-37b3-27922e4f945c,true
916681,01995199-71b6-a5b3-4b7f-ac4d8b1288aa,true
916801,01994af7-e64a-86e7-2188-7c1cc05204f7,true
916896,null,false
918572,0198da83-5274-218c-d70d-de2d978fc7ba,true
918783,null,false
918863,01991b08-8a01-5861-40a6-624776948e55,true
920022,null,false
927370,0198d8eb-cf02-a31d-4e93-e23f24ddfdcb,true
929910,019985f7-dc40-91c8-eb60-fa5ed1636892,true
936384,019989e3-c538-afaa-8809-748fe0c9b970,true
936426,01999339-b911-0f3f-3d81-d02e0a08f6d5,true
936460,01999dca-eec8-90a5-46cf-5d35f2bbbb9f,true
937195,0198e946-54d1-ea31-ba7e-6193089d08bf,true
938753,01990d96-1fb7-81b3-e5e9-db760fab396d,true
938825,01999316-e8fc-6c57-d32e-54c546717036,true
938839,0199045a-830e-9a47-02b5-11201297ad98,true
939905,01990870-3e0a-4f36-4720-db28162e8df4,false
942623,0199b04d-ec30-7f51-e5be-dcc8252a4daf,true
942829,01999ed6-d594-30c8-a2b1-95892b6953cf,true
943446,null,false
943982,null,false
945396,0199b4df-eed9-00c3-607b-817f1bb694ce,true
946589,01999ec4-4aff-7b83-45c1-81607322a27d,true
946594,null,false
946738,null,false
948587,01999ead-e290-705d-aaef-a281a3d1dbe6,true
948872,null,false
949055,null,false
950623,01999f74-8798-1db4-19c1-3e0eb71794bb,true
950645,null,false
950744,null,false
950794,null,false
952410,null,false
954520,0199a34b-ac44-fb20-c213-ff90f6bb94b1,true
955017,null,false
956355,0199b557-c251-1950-9653-3e2ed3f79a79,true
956891,null,false
958901,01999ee2-057b-8796-b593-4cafad2db5bd,true
961008,0199b512-9dc6-6a4d-f912-cd530ba46d6b,true
963086,01994d90-a6a7-5c95-6d59-839f10329109,true
963422,019954c7-e4d3-a12c-bbb8-99e7f5e65dbc,true
964164,0198ea7c-0cbe-f829-457c-e30d8f297b0d,true
965484,null,false
971967,0199b56e-a8b9-595e-dae5-02f18be33194,true
973035,null,false
973067,01994459-6167-0cbc-7d13-047008115825,true
975231,null,false
977852,null,false
987592,0198ea1a-9fad-446e-6b36-3b5110293edd,true
988152,01990713-9d57-8a4e-7c68-bcc3ecb300f5,true
988833,null,false
988863,0198db2a-fdd3-0879-fb0d-8270d33def77,true
990419,0198da49-ae94-b065-15f7-470e0a2c5586,true
990531,0198d7fe-625a-6578-4136-60d1021d6014,true
990836,null,false
990837,0198e9d3-525e-be0c-8314-84280506dba4,true
995597,null,false
1000135,0198d8f8-53e4-7a48-332c-f1e1f91e5588,true
1001262,null,false
1001313,null,false
1001521,0198dcbd-c38b-d989-dc64-fca1addc5df7,true
1004160,0198d8e5-edd9-830c-652c-727e284b91fa,true
1006335,01999f9e-b24b-8905-fe85-8226c2550acf,true
1007024,null,false
1007471,01998b1f-0121-2c24-f4c1-2ec777ac5845,true
1007482,0198da5f-92b5-6f15-28e5-3926a0078704,true
1007491,null,false
1009776,01993644-663d-0819-78ba-c1179deb9d50,true
1010681,null,false
1011614,0198dadf-7f13-7054-b767-5c250d8bf43b,true
1013039,null,false
1014466,0199a64f-c093-bb1f-2951-c7034eb2800e,true
1015545,null,false
1015936,01990331-733b-eb9e-a9e4-c2ca1613a7a5,true
1017320,01999ed3-03f0-d6eb-b65d-39a52ed33911,true
1018392,null,false
1018482,null,false
1019588,0198f3a8-494c-3670-0071-4579bf124fde,true
1019608,null,false
1020051,null,false
1020251,null,false
1020312,null,false
1020327,0199a61b-5839-2fd5-d1b1-bdcceb4d1c1e,true
1020372,0199a649-c2d1-a87e-a036-34a78b75ecf1,true
1021362,0199a659-259c-19b6-c403-c7a96bbf8dc5,true
1021392,null,false
1021423,null,false
1021665,0198dbcf-705f-cd2c-fb42-217cf47e8803,true
1021719,0198f56d-a892-f7ee-4021-99b54f5e2fa9,true
1022078,01994f3c-da8c-468d-3d3f-7908951b1117,true
1022100,01999f71-a3c6-3c43-37ae-bfda581587b7,true
1022257,null,false
1022933,0198e865-fa15-d941-5d0b-d1ec20ba405c,true
1022980,01999f6d-4c56-928f-8b9f-d9ce454a2a06,true
1023008,0199b546-e0b6-6b7a-01c7-8c80c8e68735,true
1023672,null,false
1023876,0198d97c-bdbc-0c76-e02a-6bd9f9321ff7,true
1024203,01999f92-fb50-3d79-040c-75eed873a23b,true
1024638,null,false
1025297,null,false
1025388,null,false
1025499,0198d8e4-71e2-ae62-84d6-467b39f0c868,true
1025673,null,false
1025718,01999c4f-8e90-9266-affa-36ab158cfb32,true
1026757,0198d87a-da5d-a610-8f5f-e350bec94066,true
1027770,0198dafd-84f5-a087-8410-ed8c9cd1604d,true
1028055,0198fd32-3004-89d1-fd6b-a637b04e6ff8,true
1028434,0198e043-fc41-48a1-e25b-8f1e30f8590c,true
1029409,null,false
1030802,0199e6ee-1848-68f3-fc08-ccf32f173b0c,true
1031263,0199e751-9881-3b67-14ad-77cf03f28fd0,true
1031494,0199e946-f3f7-05e3-70ff-89d6e8588e37,true
1031539,0199e956-ab0d-ad57-a7e1-a315fda03f09,true
1031569,0199e964-53bf-3d92-64ac-138d02afe416,true
1031876,null,false
